20.053,1267.7,5646.7
19.58,1444.4,10776
22.245,1600.2,26653
17.852,1535.2,7860.9
19.595,1545.3,14573
19.352,1707.3,19603
17.957,1708.2,13988
22.279,1326.7,14896
15.498,1610.3,1359.2
23.423,1513.9,27133
15.076,1769,3942.1
19.093,1632.7,15875
20.988,1323.4,10703
19.773,1576.8,16407
20.151,1412.1,11488
21.397,1372.3,14010
19.3,1383.2,7591.2
22.694,1287.2,14439
17.901,1654,11970
20.552,1403.6,12495
16.532,1775.9,10247
19.895,1554.8,16031
20.587,1401.3,12520
15.114,1770.2,4132.4
21.026,1407.8,14242
21.266,1641.4,24632
21.778,1595.9,24698
18.757,1611.1,13814
21.556,1398.5,15621
18.548,1628,13606
17.771,1680.3,12324
22.171,1382.2,16952
19.288,1430.1,9255.7
21.473,1432.6,16760
19.182,1595.7,14879
20.884,1570.6,20303
18.757,1577.4,12631
19.111,1562.1,13403
16.774,1615.1,6369.6
20.674,1709.8,25046
16.347,1540.5,2545
19.564,1414.8,9625.3
20.437,1564.5,18403
17.82,1512.8,7007.3
21.252,1564.6,21430
20.662,1300.8,8785.8
19.593,1597.5,16503
20.969,1196.8,5535.6
19.565,1468.1,11606
22.025,1347.4,14985
13.753,1886.6,1132.8
17.982,1664.7,12645
18.739,1597.2,13263
19.321,1630.8,16685
22.333,1599.2,26939
21.533,1424.1,16609
19.734,1394.1,9420.1
23.26,1311.7,17289
19.539,1540.4,14187
18.281,1745.4,16565
17.504,1520.2,6109.2
21.05,1386.1,13438
22.753,1456.3,22162
17.04,1536,4933
18.733,1581.5,12685
18.277,1535.9,9431.3
21.612,1274.4,10607
20.992,1553.9,20031
19.452,1565.6,14796
19.755,1612.6,17679
18.232,1654.9,13298
19.221,1981.5,29003
19.73,1513.4,13872
17.95,1351.6,2119.7
20.321,1254.3,5929.3
18.722,1799.5,20280
20.881,1448.9,15409
21.388,1352.2,13149
19.654,1461.6,11668
18.816,1574.7,12757
16.246,1443.7,-647.53
17.789,1880.1,18956
16.375,1606.7,4597.6
20.441,1480.1,15118
21.634,1437.8,17524
18.692,1441.5,7635.7
19.529,1664.4,18731
21.806,1475.7,19716
18.567,1664.2,14931
19.992,1634,19399
20.867,1639.8,23020
18.973,1697.2,17709
21.557,1515,20487
22.782,1518.5,25037
20.798,1481.9,16439
20.157,1391,10697
19.317,1502.5,11996
21.383,1325.9,12044
17.81,1308,236.55
20.389,1380.4,11050
20.463,1378.7,11224
18.115,1490.7,7322.8
21.66,1559.2,22713
21.56,1524.1,20881
20.843,1373.8,12268
17.934,1553.1,8750.4
18.918,1523.3,11311
19.143,1464.4,10001
16.175,1603.3,3737.8
19.517,1490.3,12257
20.37,1391.8,11431
17.591,1479.8,5117.2
20.367,1461.8,14146
18.702,1626.7,14150
20.751,1459.6,15388
19.388,1790.7,22802
16.005,1627.7,3789.6
21.323,1364.1,13430
19.376,1353.9,6766.1
19.156,1623.6,15790
22.803,1689.3,32750
22.211,1260.1,11795
23.74,1341.1,20160
13.55,1738,-3158.5
19.055,1767.8,20570
20.371,1618.2,20249
21.291,1419.1,15590
19.753,1552.2,15411
19.482,1191.7,1131.2
16.884,1563.6,5212.5
22.442,1396,18445
18.391,1503,8716.9
16.581,1775,10424
17.188,1738.6,11834
20.171,1684.3,22029
21.637,1384.8,15311
24.873,1012.5,7459
21.149,1540.4,20059
23.612,1248.4,15430
17.519,1342.7,449.82
20.169,1752,24624
19.359,1282.2,4093.6
19.397,1685,18963
19.725,1509.9,13725
20.346,1662,21859
24.581,1449.2,28118
19.976,1788.2,25200
21.829,1367.1,15189
22.737,1446.6,21670
17.938,1626.7,11211
20.281,1856.5,29135
19.338,1590.9,15295
20.247,1721.5,23767
19.732,1446.2,11363
21.659,1456.9,18411
19.143,1514.8,11816
22.261,1401.8,18099
19.079,1373.3,6509.1
23.373,1407.3,22044
22.85,1340.9,17323
18.877,1453.3,8687.1
17.834,1521,7326.2
22.164,1283,12645
21.914,1202.5,8453.6
20.952,1436.6,15153
22.171,1498.2,21964
21.193,1308.6,10739
19.999,1622.7,18999
19.176,1568.5,13876
16.379,1316.3,-3951.5
21.595,1463.4,18463
21.924,1384.4,16235
21.3,1576.6,22098
22.621,1374.9,18102
16.39,1825.1,11103
20.711,1383.5,12224
20.695,1393,12548
19.214,1684.7,18223
18.983,1516.6,11309
17.43,1688.8,11238
22.15,1307.1,13641
18.114,1666.9,13237
18.919,1729.1,18624
17.74,1568.9,8554.5
19.304,1572.1,14483
22.54,1366.4,17461
17.938,1595.1,10159
20.132,1724.4,23410
23.186,1340.1,18354
18.156,1592.6,10901
17.729,1845.2,17546
21.42,1299.4,11062
23.453,1401.6,22044
22.046,1451.9,19535
18.355,1381.6,4436.7
17.074,1532.1,4934.3
19.696,1500.2,13257
21.889,1265.5,11066
20.94,1376.7,12699
20.907,1647.5,23483
19.705,1614.2,17547
18.326,1387.6,4547.9
20.581,1329.2,9656.7
18.334,1670.6,14231
16.669,1260.2,-4740.5
20.442,1584.7,19212
21.91,1260.9,10930
17.924,1666,12457
22.56,1706,32514
18.157,1725.4,15379
20.825,1525.7,18287
18.131,1769,16741
20.971,1560.4,20215
21.725,1321,12910
22.919,1489.8,24239
22.317,1374.8,17108
18.573,1833.4,20825
18.798,1331.8,4136.1
16.945,1515.6,3959.4
20.428,1350.6,10014
21.696,1581.2,23773
22.509,1370.8,17558
18.681,1771.8,19141
18.055,1588.7,10387
17.672,1664.3,11408
20.659,1587.1,20125
18.612,1405.2,6100.4
14.383,1861.2,3319.3
20.169,1460.2,13399
20.46,1512.8,16463
14.192,1585.4,-4226.9
19.5,1527.2,13557
17.762,1878.9,18793
21.177,1380.4,13627
20.091,1624.4,19417
21.947,1336.5,14268
20.906,1446.2,15382
15.809,1614.4,2659.4
19.922,1315.6,7066.6
20.648,1464.3,15215
18.952,1381.2,6380.7
15.609,1774.9,6334.7
21.044,1576,21117
18.618,1392.4,5676.2
18.988,1312.1,4030.1
12.957,1747.4,-5400.4
18.55,1782.9,18979
21.086,1254,8188.2
20.783,1410.5,13539
25.335,1331.3,24727
23.718,1447.3,25066
16.972,1579.2,6019.5
17.717,1662.6,11530
16.682,1612.5,5940.9
21.03,1781.5,29391
21.481,1467.8,18251
20.532,1407.7,12588
19.94,1507.1,14385
15.151,1573.5,-941.91
22.59,1384.1,18406
23.779,1501.2,27809
21.573,1668.9,26978
20.998,1528.8,19038
20.188,1824.4,27490
23.215,1276,15518
21.974,1494.1,21092
19.426,1838.3,24707
18.27,1566.1,10428
21.995,1324,13884
19.119,1536.9,12527
23.447,1289.2,16829
19.703,1346.1,7521.5
21.271,1188.2,6038.4
20.472,1274.8,7183
19.655,1414.1,9905.4
22.337,1160.2,7817.3
19.884,1601.6,17758
22.782,1354,17691
20.287,1433.9,12789
21.333,1713,27848
18.329,1559.5,10422
17.765,1528.8,7333.5
18.233,1366.3,3521.9
21.388,1369.5,13862
17.535,1367.1,1289
18.011,1526.4,8144.7
18.841,1533.2,11385
18.955,1407.6,7328.6
24.422,1578.7,33857
21.978,1294.6,12572
20.556,1459.8,14721
20.326,1522.2,16350
21.263,1457.7,17081
21.628,1214.2,8131.5
20.434,1069.2,-972.45
15.859,1702,5327.9
20.566,1368.7,11168
23.244,1394.1,21009
19.341,1616.5,16243
22.716,1190.5,10204
21.332,1236,8178.6
19.003,1557.4,12839
21.652,1282.5,11068
16.057,1787,8569
20.766,1637.2,22523
22.628,1489.1,23184
17.553,1717.4,12653
21.011,1425,14886
18.842,1416.6,7271.3
20.02,1526.7,15419
24.446,1233.5,17175
17.745,1679.7,12197
19.69,1436.5,10859
21.873,1469.1,19671
21.056,1323.4,10917
19.406,1531.6,13380
18.059,1497.8,7360.4
21.114,1576.7,21410
18.324,1652.2,13567
18.286,1289.9,1096.2
17.398,1596.3,8157.4
19.714,1434.1,10849
18.16,1522.4,8548.1
17.866,1597.6,9968.6
20.705,1391.2,12513
21.308,1415.9,15511
21.347,1504.6,19302
19.658,1403.1,9504.2
17.787,1461.6,5208.3
18.26,1611.5,11934
23.556,1148.5,10623
23.234,1341.2,18558
21.75,1293.1,11814
18.141,1589,10721
20.47,1502.3,16086
21.024,1429,15089
18.934,1521.2,11296
18.804,1407.5,6821.4
18.804,1499.2,10055
22.393,1590.8,26800
18.824,1582,13042
23.679,1145.1,10799
25.173,1180.7,16637
18.297,1673.9,14196
22.783,948.91,-394.97
17.224,1672.9,9913.7
17.404,1633.1,9355.7
20.248,1478.3,14368
18.407,1372.1,4284.4
20.975,1664.4,24431
21.293,1339,12299
20.701,1474.9,15822
24.292,1539.2,31468
21.303,1469.6,17707
21.604,1644.9,26094
20.699,1592.4,20483
22.531,1416.3,19630
19.635,1379.5,8549.3
19.704,1674.8,19811
22.314,1682.1,30479
22.571,1368.6,17663
17.267,1734.8,12040
20.712,1464.9,15461
19.256,1521.1,12454
20.554,1472.8,15228
17.09,1780.7,12744
19.97,1590.2,17648
19.555,1289.6,4961.6
23.635,1178.3,12228
19.111,1364.1,6283.6
21.584,1408.9,16147
20.088,1444.7,12526
18.721,1581.4,12635
22.404,1519.4,23719
19.104,1620.3,15471
16.651,1578.9,4811.2
17.943,1529,7983.3
19.49,1705.9,20105
18.059,1904.6,20979
19.651,1598,16738
22.104,1423.5,18509
20.217,1636.8,20377
21.501,1453.1,17708
18.84,1586,13246
20.192,1455.2,13286
22.07,1501.6,21751
19.568,1408.5,9405.3
16.46,1655.2,6363.5
25.875,1076.2,13170
22.971,1259.7,14049
20.16,1520.8,15695
19.453,1341.4,6556.3
16.751,1451,1301
19.452,1597.7,15978
20.989,1449.6,15805
20.042,1415.3,11244
23.649,1288.3,17404
21.134,1509.5,18744
18.962,1364.6,5818.5
21.757,1503,20698
17.329,1468.2,3831.3
17.594,1585.3,8544.5
21.451,1446.6,17268
21.082,1527.9,19307
21.021,1392.8,13619
21.253,1566.8,21522
18.038,1798.3,17330
18.229,1634.6,12599
20.492,1448,14037
21.172,1640.2,24217
20.619,1591.7,20154
20.261,1470.6,14119
23.001,1346.1,18038
15.245,1808,5696.4
19.543,1273,4310.1
20.686,1700,24705
18.975,1392.4,6855.2
15.472,1728.7,4496.6
22.569,1397,18908
21.96,1490.8,20901
22.672,1169.3,9140.1
18.748,1643.6,14920
20.327,1336.3,9132.8
18.391,1483.3,8042.7
21.353,1453,17196
18.758,1626.9,14376
18.077,1645.9,12390
21.563,1430.7,16989
15.257,1614.6,555.02
17.735,1770,15110
21.999,1422.2,18099
19.988,1507.9,14586
16.145,1491.5,388.66
18.17,1601.1,11238
22.371,1417.5,19148
21.377,1578.4,22458
20.476,1350.4,10156
22.065,1421.5,18293
16.982,1575.9,5952.1
20.059,1688,21721
24.206,1148.1,12369
17.456,1580.2,7862.2
19.965,1520.9,15000
23.872,1498.8,28027
16.862,1510.5,3503.7
16.621,1599.1,5308.1
22.408,1661.8,29965
19.953,1463.9,12794
21.249,1625.1,23899
18.324,1570.1,10766
18.906,1371.1,5870.3
16.617,1632.2,6284.5
21.321,1527.7,20162
17.604,1360.1,1287.1
19.616,1388.7,8831
19.144,1800.4,22118
25.525,1378.5,27742
21.795,1268.6,10917
18.982,1415.9,7713.7
21.633,1573.8,23225
19.014,1491.8,10535
18.328,1597,11700
20.036,1401.8,10710
21.389,1364.9,13677
19.456,1400.7,8743.9
19.206,1631.6,16271
22.159,1446.4,19687
19.317,1494.9,11717
20.058,1449,12586
19.085,1438.5,8871.2
19.63,1491.1,12681
19.67,1529.3,14249
20.495,1329,9377.2
21.331,1581.5,22418
20.338,1466.2,14213
18.804,1603.3,13721
19.867,1761.3,23722
21.962,1266.5,11327
20.834,1347.9,11200
19.25,1486,11156
19.288,1612.6,15894
16.503,1814.5,11275
22.73,1327.6,16352
13.605,1781.8,-1930.1
20.997,1527,18961
24.132,1396.7,24067
18.386,1449.5,6865.4
19.188,1693.4,18437
19.666,1591.6,16557
22.826,1229,12238
19.661,1599.8,16846
21.095,1552.4,20349
21.493,1516.2,20307
18.733,1727.8,17818
21.114,1312.8,10664
19.669,1611.7,17316
21.145,1479.2,17550
17.267,1774.7,13302
16.817,1618.9,6653
21.488,1546.8,21563
19.454,1586.5,15572
17.88,1841.3,18076
18.498,1440.3,6932.6
17.746,1402.2,3118.6
20.841,1231.4,6557.9
20.981,1412.7,14286
18.637,1622,13738
17.969,1525.1,7948.8
21.67,1570.2,23209
18.778,1636.9,14805
15.36,1495.8,-2265.3
22.615,1421.2,20133
16.801,1703.8,9178.4
18.613,1545.1,10968
18.741,1442.3,7830.4
20.613,1586.7,19934
23.237,1457.6,23891
15.038,1899.2,7208.6
21.456,1397,15224
20.003,1594,17918
21.565,1394.7,15489
19.119,1429.4,8660.2
20.026,1387.4,10128
17.395,1682.1,10885
19.279,1581.7,14737
18.971,1680.1,17091
19.422,1362.3,7223.2
23.973,1288.5,18405
17.952,1365,2570.1
13.553,1824.9,-1166.7
22.661,1319.1,15758
15.924,1552.6,1343.4
15.241,1512,-2256.6
20.663,1512.8,17194
19.2,1328.5,5283.2
22.135,1318.7,14097
18.103,1732.5,15397
19.745,1666,19641
20.767,1431.2,14310
20.749,1787.8,28456
20.852,1381.1,12589
17.898,1550.4,8529.5
18.904,1248.3,1509.5
17.992,1660.3,12537
23.348,1496.7,26069
19.7,1483.4,12644
18.871,1600.4,13871
20.198,1341.1,8909.4
19.333,1501.7,12022
19.196,1566.5,13878
20.051,1463.4,13116
21.592,1402.3,15898
19.297,1711.1,19518
18.425,1542.6,10196
19.801,1806.5,25147
22.708,1542.6,25841
21.683,1436.8,17650
17.009,1748.2,11393
19.622,1484.1,12398
19.439,1747.1,21413
22.032,1579.2,24943
19.436,1543.4,13920
23.432,1303.7,17450
22.673,1440.5,21184
19.97,1716.8,22461
17.586,1541.3,7090.9
19.988,1555.6,16404
15.295,1492.4,-2590.2
19.873,1517.9,14553
21.118,1447.7,16173
20.543,1573,19128
20.144,1491.9,14527
18.518,1688.3,15571
20.975,1303,9841.9
19.734,1397.6,9553.3
18.695,1813,20638
20.561,1521.7,17177
20.056,1584.8,17771
23.244,1094.2,7290.3
21.129,1410.4,14687
22.377,1318.9,14858
21.269,1558.8,21252
17.775,1623.2,10466
22.444,1214.6,10494
19.644,1415.4,9914.5
15.034,1825.8,5260.8
18.561,1447.2,7390
16.431,1446,49.94
22.329,1413.8,18845
25.598,1375.1,27805
16.9,1539.6,4531.3
17.061,1438.4,1973.4
18.474,1449.9,7181.1
21.945,1345,14626
19.313,1254.3,2937.6
19.207,1816.8,22978
22.041,1443.4,19148
21.089,1592.4,21952
17.64,1511.2,6309.1
21.695,1228,8904.4
19.294,1646.3,17145
20.337,1638.2,20896
19.808,1440,11393
19.274,1416.3,8707.1
17.477,1682.9,11238
16.538,1353.8,-2337.1
20.222,1700,22836
20.013,1653.3,20215
22.966,1132.5,8294.3
18.981,1443.7,8700.7
21.212,1514.6,19233
23.396,1368.7,20340
19.636,1526.9,14037
23.521,1287,16952
21.106,1558.3,20631
21.372,1130.4,3933.3
13.638,1797.9,-1419.4
21.349,1223.9,7729.6
19.941,1582,17229
19.913,1678.3,20772
22.197,1491.2,21755
20.928,1374.8,12584
19.25,1589.3,14906
22.64,1587.4,27578
15.812,1717.4,5570
19.357,1461.2,10628
20.766,1442.7,14762
17.158,1633.7,8425
21.359,1576.9,22334
21.681,1366.3,14679
21.63,1452.8,18142
23.466,1238.7,14551
21.298,1460.9,17330
17.733,1775.7,15290
19.556,1551.7,14666
18.071,1426.6,5018.7
20.058,1411,11135
20.609,1615.9,21072
20.622,1508.4,16873
17.064,1796.2,13116
17.545,1601.9,8895.6
19.187,1608.8,15373
18.914,1601.2,14063
18.206,1547.4,9559.4
21.663,1336.8,13381
19.811,1710.9,21589
19.865,1496.8,13727
15.1,1978.1,9571.9
16.968,1616,7141.5
18.875,1769.9,19887
16.172,1554.7,2317.3
19.724,1574.4,16134
18.003,1762.9,15998
21.902,1414.7,17456
19.156,1394,7507.2
21.403,1171.7,5724.9
19.296,1267.1,3351.7
21.42,1408.5,15582
19.189,1436.9,9165.6
23.37,1301.2,17147
