9,0.064643
10,0.067335
11,0.067051
12,0.067154
13,0.067228
14,0.067408
15,0.067506
16,0.067534
17,0.067418
18,0.067037
19,0.066591
20,0.066142
21,0.065672
22,0.065067
23,0.064363
24,0.063761
25,0.063155
26,0.062492
27,0.06194
28,0.061128
