0,0.054727
1,0.056432
2,0.05864
3,0.060364
4,0.062151
5,0.063437
6,0.064682
7,0.066199
8,0.067534
9,0.067765
10,0.066963
11,0.066418
12,0.065636
13,0.064701
14,0.063314
15,0.06162
16,0.060001
17,0.058379
18,0.056837
19,0.055579
20,0.053652
